entidad,nit_entidad,departamento_entidad,ciudad_entidad,ordenentidad,codigo_pci,id_del_proceso,referencia_del_proceso,ppi,id_del_portafolio,nombre_del_procedimiento,descripci_n_del_procedimiento,fase,fecha_de_publicacion_del,fecha_de_ultima_publicaci,fecha_de_publicacion_fase_3,precio_base,modalidad_de_contratacion,justificaci_n_modalidad_de,duracion,unidad_de_duracion,ciudad_de_la_unidad_de,nombre_de_la_unidad_de,proveedores_invitados,proveedores_con_invitacion,visualizaciones_del,proveedores_que_manifestaron,respuestas_al_procedimiento,respuestas_externas,conteo_de_respuestas_a_ofertas,proveedores_unicos_con,numero_de_lotes,estado_del_procedimiento,id_estado_del_procedimiento,adjudicado,id_adjudicacion,codigoproveedor,departamento_proveedor,ciudad_proveedor,valor_total_adjudicacion,nombre_del_adjudicador,nombre_del_proveedor,nit_del_proveedor_adjudicado,codigo_principal_de_categoria,estado_de_apertura_del_proceso,tipo_de_contrato,subtipo_de_contrato,categorias_adicionales,urlproceso,codigo_entidad,estado_resumen,fecha_de_recepcion_de,fecha_de_apertura_efectiva,fecha_adjudicacion,fecha_de_apertura_de_respuesta,fecha_de_publicacion_fase_2,fecha_de_publicacion,origen_barrido,grupo,ambito,cuenta_indicador,nivel_relacion,motivo_relacion,regla_persona_natural,anterior_al_sismo,plataforma,es_ungrd,fecha_efectiva,revisada,revision_nota,revision_revisor,revision_fecha,primera_vez_visto,ultima_revision
Empresa Social del Estado Hospital Ruben Cruz Vélez,821000831,Valle del Cauca,Tuluá,Territorial,Centralizada,CO1.REQ.10766814,GRUPO 35_APS_272,705934727,CO1.BDOS.10583051,AUXILIAR ENFERMERIA (2 MESES RURAL),"Prestación de Servicios como AUXILIAR DE ENFERMERIA para el fortalecimiento territorial de Atención Primaria en Salud - APS a través del Equipo Básico (EBS) de la Empresa Social del Estado Hospital Rubén Cruz Vélez en el marco de la Resolución 272 de 2026. 
Parágrafo: EBS Rural X2M",Presentación de oferta,2026-08-14T00:00:00.000,2026-08-14T00:00:00.000,2026-08-14T00:00:00.000,138000000,Contratación régimen especial,Regla aplicable,2,Mes(es),Tuluá,HOSPITAL RUBEN CRUZ VELEZ,0,0,0,0,0,0,0,0,20,Publicado,50,No,No Adjudicado,No Definido,No Definido,No Definido,0,No Adjudicado,No Definido,No Definido,V1.85101600,Abierto,Prestación de servicios,No Definido,No definido,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.10713114,705934727,Presentación de oferta,,,,,,,departamento,Otras entidades del Valle,Territorial,True,Contexto,contratacion ordinaria de entidad vigilada,False,False,SECOP II,False,2026-08-14,False,,,,2026-08-24 21:34:32,2026-09-06 11:23:43
ESE HOSPITAL PILOTO JAMUNDI,890306950,Valle del Cauca,No Definido,Territorial,Centralizada,CO1.REQ.10967324,00-2026-ORD-3590,704258482,CO1.BDOS.10782830,Adquisición de insumos médicos y otros para la atención de pacientes de la ESE Hospital Piloto de Jamundí de mes de agosto de la presente vigencia fiscal.,Adquisición de insumos médicos y otros para la atención de pacientes de la ESE Hospital Piloto de Jamundí de mes de agosto de la presente vigencia fiscal.,Presentación de oferta,2026-09-02T00:00:00.000,2026-09-02T00:00:00.000,2026-09-02T00:00:00.000,4595200,Contratación régimen especial,Regla aplicable,2,día(s),Jamundí,Almacen,0,0,0,0,0,0,0,0,0,Publicado,50,No,No Adjudicado,No Definido,No Definido,No Definido,0,No Adjudicado,No Definido,No Definido,V1.80111623,Abierto,Compraventa,No Definido,No definido,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.10821543,704258482,Presentación de oferta,,,,,,,departamento,Otras entidades del Valle,Territorial,True,Contexto,contratacion ordinaria de entidad vigilada,False,False,SECOP II,False,2026-09-02,False,,,,2026-09-04 01:05:19,2026-09-06 11:23:43
MUNICIPIO DE YUMBO VALLE,890399025,Valle del Cauca,No Definido,Territorial,Centralizada,CO1.REQ.10920290,1300.18.11.450.2026,702384066,CO1.BDOS.10736781,PRESTACION DE SERVICIOS,"PRESTAR POR SUS PROPIOS MEDIOS Y AUTONOMIA ADMINISTRATIVA LOS SERVICIOS PERSONALES DE APOYO A LA GESTION PARA DESARROLLAR ACTIVIDADES DENTRO DEL PROYECTO DE CONSTRUCCION Y REHABILITACION VIAS, CICLORUTAS Y ANDENES PARA EL MEJORAMIENTO DE LA MOVILIDAD EN El MUNICIPIO DE YUMBO",Presentación de oferta,2026-08-25T00:00:00.000,2026-08-25T00:00:00.000,2026-08-25T00:00:00.000,8000000,Contratación directa,Servicios profesionales y apoyo a la gestión,111,día(s),No Aplica,SECRETARIA DE INFRAESTRUCTURA Y SERVICIOS PÚBLICOS,0,0,0,0,0,0,0,0,0,Seleccionado,70,No,No Adjudicado,No Definido,No Definido,No Definido,0,No Adjudicado,No Definido,No Definido,V1.80111600,Abierto,Prestación de servicios,No Definido,No definido,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.10774239,702384066,Presentación de oferta,,,,,,,departamento,Otras entidades del Valle,Territorial,True,Contexto,contratacion ordinaria de entidad vigilada,False,False,SECOP II,False,2026-08-25,False,,,,2026-08-28 08:00:12,2026-09-06 11:23:43
RED DE SALUD DEL NORTE EMPRESA SOCIAL DEL ESTADO,805027287,Valle del Cauca,Cali,Territorial,Centralizada,CO1.REQ.10880029,OC-2.14.6.186.2026,704258540,CO1.BDOS.10696241,COMPRA DE MEDICAMENTOS PARA LA ATENCION DE LOS USUARIOS DE LA RED DE SALUD DEL NORTE E.S.E. PARA EL CUMPLIMIENTO DE SU OBJETIVO MISIONAL.,COMPRA DE MEDICAMENTOS PARA LA ATENCION DE LOS USUARIOS DE LA RED DE SALUD DEL NORTE E.S.E. PARA EL CUMPLIMIENTO DE SU OBJETIVO MISIONAL.,Presentación de oferta,2026-08-19T00:00:00.000,2026-08-19T00:00:00.000,2026-08-19T00:00:00.000,2188840,Contratación régimen especial,Regla aplicable,30,día(s),Cali,ESE NORTE,0,0,0,0,0,0,0,0,0,Publicado,50,No,No Adjudicado,704137744,No Definido,No Definido,0,No Adjudicado,MEDIVALLE SF SAS,No Definido,V1.51121700,Abierto,Compraventa,No Definido,No definido,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.10735434,704258540,Presentación de oferta,,,,,,,departamento+descentralizadas_1,Descentralizadas de Cali,Territorial,True,Contexto,contratacion ordinaria de entidad vigilada,False,False,SECOP II,False,2026-08-19,False,,,,2026-08-21 20:26:38,2026-09-06 11:23:43
E.S.E HOSPITAL LOCAL SANTA CRUZ,891901123,Valle del Cauca,Trujillo,Territorial,Centralizada,CO1.REQ.10889912,CONTRATO N. 322,711057505,CO1.BDOS.10706342,AUXILIAR ENFERMERIA,"EJECUTAR COMO OPERADOR EXTERNO LOS SERVICIOS DE AUXILIAR DE ENFERMERIA EN EL SERVICIO DE URGENCIAS, CONSULTA EXTERNA, RURAL Y URBANA",Fase de ofertas,2026-08-20T00:00:00.000,2026-08-20T00:00:00.000,2026-08-20T00:00:00.000,2500000,Contratación régimen especial,Decreto 092 de 2017,1,Mes(es),No Aplica,CONTRATACION HLSC,0,0,0,0,0,0,0,0,0,Publicado,50,No,No Adjudicado,725072474,Valle del Cauca,Trujillo,0,No Adjudicado,MARIA DEL PILAR CRUZ GONZALEZ,No Definido,V1.85101600,Abierto,Decreto 092 de 2017,No Definido,No definido,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.10744601,711057505,Fase de ofertas,,,,,,,departamento,Otras entidades del Valle,Territorial,True,Contexto,contratacion ordinaria de entidad vigilada,False,False,SECOP II,False,2026-08-20,False,,,,2026-08-24 21:34:32,2026-09-06 11:23:43
ESPY S.A. ESP**,900005956,Valle del Cauca,Yumbo,Territorial,Centralizada,CO1.REQ.10871614,CPS-071-2026,722082021,CO1.BDOS.10688181,LILIANA LEMOS BENITEZ,"PRESTAR POR SUS PROPIOS MEDIOS Y AUTONOMÍA ADMINISTRATIVA LOS SERVICIOS DE APOYO OPERATIVO Y LOGÍSTICO PARA LA ORGANIZACIÓN, DEPURACIÓN, FOLIACIÓN Y ORDENACIÓN DE LOS EXPEDIENTES DOCUMENTALES FÍSICOS Y/O DIGITALES DE LOS SUSCRIPTORES DE LA DIRECCIÓN OPERATIVA COMERCIAL DE LA EMPRESA OFICIAL DE SERVICIOS PÚBLICOS DE YUMBO ESPY S.A. E.S.P.",Presentación de oferta,2026-08-21T00:00:00.000,2026-08-21T00:00:00.000,2026-08-21T00:00:00.000,8000000,Contratación régimen especial,Regla aplicable,4,Mes(es),Yumbo,CONTRATACION ESPY S.A. ESP,0,0,0,0,0,0,0,0,0,Publicado,50,No,No Adjudicado,No Definido,No Definido,No Definido,0,No Adjudicado,No Definido,No Definido,V1.80111600,Abierto,Prestación de servicios,No Definido,No definido,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.10750636,722082021,Presentación de oferta,,,,,,,departamento,Otras entidades del Valle,Territorial,True,Contexto,contratacion ordinaria de entidad vigilada,False,False,SECOP II,False,2026-08-21,False,,,,2026-08-24 21:34:32,2026-09-06 11:23:43
MUNICIPIO DE SAN JUAN BAUTISTA DE GUACARI2,891380089,Valle del Cauca,Guacarí,Territorial,Centralizada,CO1.REQ.10971748,SAMC-012-2026 (Manifestación de interés (Menor Cuantía)) (Presentación de oferta),704883511,CO1.BDOS.10706975,DOTACION FUNCIONARIOS  (Manifestación de interés (Menor Cuantía)) (Presentación de oferta),"SUMINISTRO DE DOTACIÓN DE UNIFORMES PARA EL PERSONAL ADMINISTRATIVO, DE LA ALCALDIA MUNICIPAL DE GUACARI.",Presentación de oferta,2026-09-02T00:00:00.000,2026-09-02T00:00:00.000,2026-09-02T00:00:00.000,53222000,Selección Abreviada de Menor Cuantía,Presupuesto menor al 10% de la Menor Cuantía,101,día(s),Guacarí,MUNICIPIO DE SAN JUAN BAUTISTA DE GUACARI,7,7,14,0,0,0,0,0,0,Publicado,50,No,No Adjudicado,No Definido,No Definido,No Definido,0,No Adjudicado,No Definido,No Definido,UNSPECIFIED,Abierto,Suministros,No Definido,No definido,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.10825323,704883511,Presentación de oferta,2026-09-08T00:00:00.000,,,2026-09-08T00:00:00.000,,,departamento,Otras entidades del Valle,Territorial,True,Contexto,contratacion ordinaria de entidad vigilada,False,False,SECOP II,False,2026-09-02,False,,,,2026-09-05 00:54:42,2026-09-06 11:23:43
MUNICIPIO DE LA UNION,891901109,Valle del Cauca,La Unión,Territorial,Centralizada,CO1.REQ.10936614,CD-292-2026,704260173,CO1.BDOS.10752808,PROCESO DE CONTRATACION DIRECTA No. CD-292-2026,"PRESTACIÓN DE SERVICIOS DE APOYO A LA GESTION PARA EL DESARROLLO DE ACTIVIDADES DE
MENSAJERIA Y DISTRIBUCIÓN DE CORRESPONDENCIA INTERNA Y EXTERNA DEL DEPARTAMENTO
ADMINISTRATIVO DE HACIENDA DEL MUNICIPIO DE LA UNIÓN, VALLE DEL CAUCA",Presentación de oferta,2026-08-27T00:00:00.000,2026-08-27T00:00:00.000,2026-08-27T00:00:00.000,11934000,Contratación directa,Servicios profesionales y apoyo a la gestión,127,día(s),La Unión,DEPARTAMENTO JURÍDICO,0,0,0,0,0,0,0,0,0,Seleccionado,70,No,No Adjudicado,No Definido,No Definido,No Definido,0,No Adjudicado,No Definido,No Definido,V1.78102205,Abierto,Prestación de servicios,No Definido,No definido,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.10790103,704260173,Presentación de oferta,,,,,,,departamento+objeto_territorio,Otras entidades del Valle,Territorial,True,Contexto,contratacion ordinaria de entidad vigilada,False,False,SECOP II,False,2026-08-27,False,,,,2026-08-30 01:52:09,2026-09-06 11:23:43
"INSTITUTO DEL DEPORTE, LA EDUCACIÓN FÍSICA Y LA RECREACIÒN DEL VALLE DEL CAUCA (INDERVALLE)",805012896,Valle del Cauca,Cali,Territorial,Descentralizada,CO1.REQ.10941206,IND-26-FM-01-3811,701715203,CO1.BDOS.10757182,DIANA LORENA GOMEZ DIAZ,"PRESTAR LOS SERVICIOS PROFESIONALES POR SUS PROPIOS MEDIOS CON PLENA AUTONOMÍA TÉCNICA Y ADMINISTRATIVA COMO COORDINADOR GENERAL Y/O PROGRAMA, PARA EL DESARROLLO DEL PROYECTO ESTRATÉGICO DENOMINADO CONSOLIDACIÓN DE UNA ESTRATEGIA DE FOMENTO DEL DEPORTE SOCIAL COMUNITARIO, LA RECREACIÓN Y LA ACTIVIDAD FÍSICA EN EL DEPARTAMENTO DEL VALLE DEL CAUCA",Presentación de oferta,2026-08-28T00:00:00.000,2026-08-28T00:00:00.000,2026-08-28T00:00:00.000,10000000,Contratación directa,Servicios profesionales y apoyo a la gestión,2,Mes(es),Cali,SUBGERENCIA DE FOMENTO Y DESARROLLO DEPORTIVO INDERVALLE,0,0,0,0,0,0,0,0,0,Seleccionado,70,No,No Adjudicado,No Definido,No Definido,No Definido,0,No Adjudicado,No Definido,No Definido,V1.80111600,Abierto,Prestación de servicios,No Definido,No definido,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.10798751,701715203,Presentación de oferta,,,,,,,departamento+descentralizadas_1+objeto_territorio,Descentralizadas de la Gobernación,Territorial,True,Contexto,contratacion ordinaria de entidad vigilada,False,False,SECOP II,False,2026-08-28,False,,,,2026-08-31 02:07:44,2026-09-06 11:23:43
MUNICIPIO DE YUMBO VALLE,890399025,Valle del Cauca,No Definido,Territorial,Centralizada,CO1.REQ.10940509,1000-18-11-827-2026,702384066,CO1.BDOS.10756700,PRESTACION DE SERVICIOS,PRESTAR POR SUS PROPIOS MEDIOS Y AUTONOMIA ADMINISTRATIVA LOS SERVICIOS PERSONALES Y DE APOYO A LA GESTION PARA DESARROLLAR ACTIVIDADES DENTRO DEL PROYECTO IMPLEMENTACIÓN DE ESTRATEGIAS PARA EL ACOMPAÑAMIENTO Y EMPODERAMIENTO DE LA MUJER EN EL MUNICIPIO DE  YUMBO,Presentación de oferta,2026-08-28T00:00:00.000,2026-08-28T00:00:00.000,2026-08-28T00:00:00.000,8000000,Contratación directa,Servicios profesionales y apoyo a la gestión,120,día(s),Yumbo,SECRETARIA DE BIENESTAR SOCIAL Y PARTICIPACION,0,0,0,0,0,0,0,0,0,Seleccionado,70,No,No Adjudicado,No Definido,No Definido,No Definido,0,No Adjudicado,No Definido,No Definido,V1.80111600,Abierto,Prestación de servicios,No Definido,No definido,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.10793943,702384066,Presentación de oferta,,,,,,,departamento,Otras entidades del Valle,Territorial,True,Contexto,contratacion ordinaria de entidad vigilada,False,False,SECOP II,False,2026-08-28,False,,,,2026-08-30 01:52:09,2026-09-06 11:23:43
UNIVERSIDAD DEL VALLE,890399010,Valle del Cauca,No Definido,Territorial,Centralizada,CO1.REQ.10904135,CD 200.1.089.2026,700785025,CO1.BDOS.10720333,Prestar servicios profesionales especializados para la operación de tecnologías LiDAR; GNSS y sistemas asociados requeridos en el marco de las actividades del Laboratorio de Geoposicionamiento; Instru,"Prestar servicios profesionales especializados para la operación de tecnologías LiDAR, GNSS y sistemas asociados requeridos en el marco de las actividades del Laboratorio de Geoposicionamiento, Instrumentación y Metrología Geomática (GOP) de la Escuela de Ingeniería Civil y Geomática de la Universidad del Valle",Presentación de oferta,2026-08-23T00:00:00.000,2026-08-23T00:00:00.000,2026-08-23T00:00:00.000,23283340,Contratación régimen especial,Regla aplicable,127,día(s),Cali,FACULTAD DE INGENIERÍA,0,0,0,0,0,0,0,0,0,Publicado,50,No,No Adjudicado,720526136,No Definido,No Definido,0,No Adjudicado,Daniel Ortiz Hernandez,No Definido,V1.80111600,Abierto,Prestación de servicios,No Definido,No definido,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.10758538,700785025,Presentación de oferta,,,,,,,departamento+descentralizadas_2,Descentralizadas de la Gobernación,Territorial,True,Contexto,contratacion ordinaria de entidad vigilada,False,False,SECOP II,False,2026-08-23,False,,,,2026-08-25 09:21:27,2026-09-06 11:23:43
HOSPITAL KENNEDY ESE,891900732,Valle del Cauca,No Definido,Territorial,Centralizada,CO1.REQ.10888023,293-2026,704247584,CO1.BDOS.10704148,LEIDY CAROLINA MARTÍNEZ MENESES,PRESTACIÓN DEL SERVICIO ASISTENCIAL DE AUXILIAR DE ENFERMERÍA PARA EL ÁREA DE URGENCIAS DE LA ESE HOSPITAL KENNEDY DE RIOFRIO-VALLE,Presentación de oferta,2026-08-20T00:00:00.000,2026-08-20T00:00:00.000,2026-08-20T00:00:00.000,9100000,Contratación régimen especial,Regla aplicable,105,día(s),Riofrío,OFICINA DE CONTRATACIÓN,0,0,0,0,0,0,0,0,0,Publicado,50,No,No Adjudicado,737575589,Valle del Cauca,Trujillo,0,No Adjudicado,LEIDY CAROLINA MARTINEZ MENESES,No Definido,V1.80111600,Abierto,Prestación de servicios,No Definido,No definido,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.10742711,704247584,Presentación de oferta,,,,,,,departamento,Otras entidades del Valle,Territorial,True,Contexto,contratacion ordinaria de entidad vigilada,False,False,SECOP II,False,2026-08-20,False,,,,2026-08-24 21:34:32,2026-09-06 11:23:43
INSTITUTO MUNICIPAL DEL DEPORTE Y LA RECREACION DE YUMBO,805003325,Valle del Cauca,Yumbo,Territorial,Descentralizada,CO1.REQ.10954319,CPS-IMDERTY-696-2026,705999456,CO1.BDOS.10770210,CPS-IMDERTY-696-2026,"PRESTAR POR SUS PROPIOS MEDIOS Y AUTONOMIA ADMINISTRATIVA LOS SERVICIOS PROFESIONALES DE APOYO A LA GESTIÓN EN EL PROYECTO DE FORTALECIMIENTO DEL PROGRAMA DE ALTOS LOGROS Y
LIDERAZGO DEPORTIVO EN EL MUINICIPIO DE YUMBO",Presentación de oferta,2026-08-31T00:00:00.000,2026-08-31T00:00:00.000,2026-08-31T00:00:00.000,12300000,Contratación directa,Servicios profesionales y apoyo a la gestión,61,día(s),Yumbo,IMDERTY,0,0,0,0,0,0,0,0,0,Seleccionado,70,No,No Adjudicado,No Definido,No Definido,No Definido,0,No Adjudicado,No Definido,No Definido,V1.80111600,Abierto,Prestación de servicios,No Definido,No definido,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.10808303,705999456,Presentación de oferta,,,,,,,departamento,Otras entidades del Valle,Territorial,True,Contexto,contratacion ordinaria de entidad vigilada,False,False,SECOP II,False,2026-08-31,False,,,,2026-09-04 01:05:19,2026-09-06 11:23:43
ALCALDIA MUNICIPIO DE JAMUNDI,890399046,Valle del Cauca,Jamundí,Territorial,Centralizada,CO1.REQ.10886522,CD-SMA-1131-2026,703475053,CO1.BDOS.10702975,Contrato de Prestación de Servicios,"PRESTACION DE SERVICIOS DE APOYO A LA GESTION EN LA SECRETARÍA DE MEDIO AMBIENTE, APOYANDO EN EL MARCO DEL PROYECTO IMPLEMENTACIÓN DE ESTRATEGIAS PARA LA FORMALIZACIÓN Y FORTALECIMIENTO DE LA ACTIVIDAD MINERA EN JAMUNDÍ.",Presentación de oferta,2026-08-20T00:00:00.000,2026-08-20T00:00:00.000,2026-08-20T00:00:00.000,15000000,Contratación directa,Servicios profesionales y apoyo a la gestión,5,Mes(es),No Aplica,SECRETARIA DE MEDIO AMBIENTE,0,0,0,0,0,0,0,0,0,Seleccionado,70,No,No Adjudicado,No Definido,No Definido,No Definido,0,No Adjudicado,No Definido,No Definido,V1.80111501,Abierto,Prestación de servicios,No Definido,No definido,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.10744531,703475053,Presentación de oferta,,,,,,,departamento+descentralizadas_3,Otras entidades del Valle,Territorial,True,Contexto,contratacion ordinaria de entidad vigilada,False,False,SECOP II,False,2026-08-20,False,,,,2026-08-21 20:26:38,2026-09-06 11:23:43
"INSTITUTO DEL DEPORTE, LA EDUCACIÓN FÍSICA Y LA RECREACIÒN DEL VALLE DEL CAUCA (INDERVALLE)",805012896,Valle del Cauca,Cali,Territorial,Descentralizada,CO1.REQ.10934387,IND-26-SC-01-3624,701715203,CO1.BDOS.10751144,JUAN DAVID BOLAÑOS BURBANO,"PRESTAR LOS SERVICIOS PROFESIONALES   POR SUS PROPIOS MEDIOS CON PLENA AUTONOMÍA TÉCNICA Y ADMINISTRATIVA, PARA LA EJECUCIÓN DEL PROYECTO ESTRATÉGICO DENOMINADO  DESARROLLO DE UNA ESTRATEGIA DE LIDERAZGO EN EL DEPORTE COMPETITIVO PARA EL DEPARTAMENTO DEL VALLE DEL CAUCA .",Presentación de oferta,2026-08-27T00:00:00.000,2026-08-27T00:00:00.000,2026-08-27T00:00:00.000,10000000,Contratación directa,Servicios profesionales y apoyo a la gestión,2,Mes(es),Cali,SUBGERENCIA DE COMPETICIÓN INDERVALLE,0,0,0,0,0,0,0,0,0,Seleccionado,70,No,No Adjudicado,No Definido,No Definido,No Definido,0,No Adjudicado,No Definido,No Definido,V1.80111600,Abierto,Prestación de servicios,No Definido,No definido,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.10788870,701715203,Presentación de oferta,,,,,,,departamento+descentralizadas_1+objeto_territorio,Descentralizadas de la Gobernación,Territorial,True,Contexto,contratacion ordinaria de entidad vigilada,False,False,SECOP II,False,2026-08-27,False,,,,2026-08-30 01:52:09,2026-09-06 11:23:43
INSTITUTO MUNICIPAL DE CULTURA DE YUMBO,890330180,Valle del Cauca,Yumbo,Territorial,Descentralizada,CO1.REQ.10897341,100-13.05-370-2026,704247097,CO1.BDOS.10713363,prestacion de servios,"CONTRATO DE PRESTACION DE SERVICIOS PARA LA RENOVACION DEL SERVICIO SOPORTE Y ACTUALIZACIÓN DE VERSIONES DEL SISTEMA ASCII, CON EL FIN DE OBTENER EL MEJORAMIENTO CONTINUO DE LA GESTION Y EN ESPECIAL DE LOS PROCESOS FINANCIEROS, CON FUNDAMENTO EN LO PRECEPTUADO EN LA LEY 80 DE 1993, LEY 1150 DE 2007, DECRETO 1082 DE 2015 Y DEMÁS NORMAS CONCORDANTES, PARA LA VIGENCIA 2026",Presentación de oferta,2026-08-21T00:00:00.000,2026-08-21T00:00:00.000,2026-08-21T00:00:00.000,14196000,Contratación directa,Servicios profesionales y apoyo a la gestión,40,día(s),Yumbo,INSTITUTO MUNICIPAL DE CULTURA DE YUMBO - IMCY,0,0,0,0,0,0,0,0,0,Seleccionado,70,No,No Adjudicado,No Definido,No Definido,No Definido,0,No Adjudicado,No Definido,No Definido,V1.81112200,Abierto,Prestación de servicios,No Definido,No definido,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.10751468,704247097,Presentación de oferta,,,,,,,departamento,Otras entidades del Valle,Territorial,True,Contexto,contratacion ordinaria de entidad vigilada,False,False,SECOP II,False,2026-08-21,False,,,,2026-08-24 21:34:32,2026-09-06 11:23:43
DIMAR - GRUPO INTENDENCIA REGIONAL PACIFICO,835000771,Valle del Cauca,No Definido,Nacional,Centralizada,CO1.REQ.10870760,143-GINREDPA-2026,702281403,CO1.BDOS.10687660,SERVICIO DE CAFETERÍA Y RESTAURANTE BUENAVENTURA,"CONTRATAR LA PRESTACIÓN DE SERVICIO DE CAFETERÍA Y RESTAURANTE PARA LAS UNIDADES ADSCRITAS A LA INTENDENCIA REGIONAL PACÍFICO - CP01, ECTM CP01, INREDPA, SEMAP, CP10 Y CP11 DE ACUERDO CON LAS ESPECIFICACIONES TÉCNICAS DESCRITAS EN EL ANEXO A",Presentación de oferta,2026-08-18T00:00:00.000,2026-08-18T00:00:00.000,2026-08-18T00:00:00.000,28382600,Mínima cuantía,Presupuesto inferior al 10% de la menor cuantía,0,día(s),No Aplica,GINREDPA,0,0,8,0,1,0,0,1,3,Seleccionado,70,Si,CO1.AWD.2683817,730903200,Valle del Cauca,Buenaventura,25333600,YENNY YESENIA JIMENEZ VIVEROS,FJ ALIMENTOS Y LOGISTICA SAS,901761227,V1.90101700,Cerrado,Prestación de servicios,No Definido,No definido,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.10727623,702281403,Adjudicado,2026-08-25T00:00:00.000,2026-08-25T00:00:00.000,2026-08-28T00:00:00.000,2026-08-25T00:00:00.000,,,departamento+objeto_territorio,Otras entidades del Valle,Territorial,True,Contexto,contratacion ordinaria de entidad vigilada,False,False,SECOP II,False,2026-08-18,False,,,,2026-08-21 09:07:06,2026-09-06 11:23:43
ALCALDIA MUNICIPAL DE YOTOCO,800100531,Valle del Cauca,Yotoco,Territorial,Centralizada,CO1.REQ.10968873,100-18.05.439 DE 2026,704252147,CO1.BDOS.10784675,PRESTACION DE SERVICIOS,PRESTACION DE SERVICIOS DE APOYO A LA GESTION EN EL INVENTARIO DE LICENCIAS URBANISTICAS E IDENTIFICACION DE MUTACION DE PREDIOS CON PROYECCION A LA ACTUALIZACIÓN CATASTRAL,Presentación de oferta,2026-09-03T00:00:00.000,2026-09-03T00:00:00.000,2026-09-03T00:00:00.000,9244000,Contratación directa,Servicios profesionales y apoyo a la gestión,104,día(s),Yotoco,COMPRAS,0,0,0,0,0,0,0,0,0,Seleccionado,70,No,No Adjudicado,No Definido,No Definido,No Definido,0,No Adjudicado,No Definido,No Definido,V1.80111620,Abierto,Prestación de servicios,No Definido,No definido,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.10832662,704252147,Presentación de oferta,,,,,,,departamento,Otras entidades del Valle,Territorial,True,Contexto,contratacion ordinaria de entidad vigilada,False,False,SECOP II,False,2026-09-03,False,,,,2026-09-06 01:07:09,2026-09-06 11:23:43
